vid_path,id_label,gloss,label
videos/20/36.mp4,20,NOT HARD,THIS IS NOT HARD.
clips\29\14.MOV,29,TEN,TEN
clips\1\33.MOV,1,GOOD AFTERNOON,GOOD AFTERNOON
clips\93\13.MOV,93,SHRIMP,SHRIMP
videos/48/36.mp4,48,ALONE,I AM ALONE.
clips\23\22.MOV,23,FOUR,FOUR
videos/26/12.mp4,26,HEADACHE VERY,MY HEAD IS VERY PAINFUL.
clips\13\3.MOV,13,NOT KNOW,DO NOT KNOW
clips\50\18.MOV,50,TOMORROW,TOMORROW
videos/2/36.mp4,2,YOU SICK,YOU ARE SICK.
videos/42/33.mp4,42,TRIP EXCITING/JOYFUL,THE TRIP IS EXCITING.
clips\70\44.MOV,70,DEAF BLIND,DEAF BLIND
clips\84\50.MOV,84,DARK,DARK
videos/14/14.mp4,14,GOOD MORNING,GOOD MORNING!
videos/44/5.mp4,44,PROUD YOU,I AM PROUD OF YOU!
videos/16/22.mp4,16,HEADACHE NOT,MY HEAD IS NOT PAINFUL.
clips\7\17.MOV,7,THANK YOU,THANK YOU
clips\21\18.MOV,21,TWO,TWO
clips\29\36.MOV,29,TEN,TEN
clips\43\45.MOV,43,TUESDAY,TUESDAY
clips\23\40.MOV,23,FOUR,FOUR
clips\26\43.MOV,26,SEVEN,SEVEN
clips\21\45.MOV,21,TWO,TWO
clips\31\15.MOV,31,FEBRUARY,FEBRUARY
clips\103\3.MOV,103,SUGAR,SUGAR
clips\30\50.MOV,30,JANUARY,JANUARY
clips\43\39.MOV,43,TUESDAY,TUESDAY
clips\100\31.MOV,100,TEA,TEA
clips\2\12.MOV,2,GOOD EVENING,GOOD EVENING
clips\14\26.MOV,14,NO,NO
clips\26\27.MOV,26,SEVEN,SEVEN
clips\97\33.MOV,97,JUICE,JUICE
clips\12\47.MOV,12,KNOW,KNOW
clips\86\20.MOV,86,EGG,EGG
videos/16/19.mp4,16,HEADACHE NOT,MY HEAD IS NOT PAINFUL.
clips\25\1.MOV,25,SIX,SIX
clips\59\2.MOV,59,AUNTIE,AUNTIE
clips\92\10.MOV,92,LONGANISA,LONGANISA
clips\17\37.MOV,17,CORRECT,CORRECT
clips\78\22.MOV,78,YELLOW,YELLOW
clips\25\38.MOV,25,SIX,SIX
clips\98\8.MOV,98,MILK,MILK
clips\102\1.MOV,102,WINE,WINE
clips\73\3.MOV,73,GREEN,GREEN
videos/48/7.mp4,48,ALONE,I AM ALONE.
videos/25/22.mp4,25,HARD,THIS IS HARD.
clips\14\37.MOV,14,NO,NO
clips\26\21.MOV,26,SEVEN,SEVEN
clips\7\24.MOV,7,THANK YOU,THANK YOU
clips\8\18.MOV,8,WELCOME,YOU ARE WELCOME
clips\62\8.MOV,62,BOY,BOY
clips\47\50.MOV,47,SATURDAY,SATURDAY
videos/23/9.mp4,23,TIRED,I AM TIRED.
videos/46/6.mp4,46,SORRY,I AM SORRY.
videos/29/4.mp4,29,YOU MUCH SLOW / MUCH SLOW,YOU ARE SO SLOW!
clips\68\47.MOV,68,WHEELCHAIR,PERSON IN A WHEELCHAIR
clips\9\7.MOV,9,SEE YOU TOMORROW,SEE YOU TOMORROW
clips\54\21.MOV,54,SON,SON
clips\40\29.MOV,40,NOVEMBER,NOVEMBER
clips\0\34.MOV,0,GOOD MORNING,GOOD MORNING
videos/46/18.mp4,46,SORRY,I AM SORRY.
videos/46/13.mp4,46,SORRY,I AM SORRY.
clips\16\50.MOV,16,WRONG,WRONG
videos/36/4.mp4,36,SCARED,I AM SCARED.
clips\1\7.MOV,1,GOOD AFTERNOON,GOOD AFTERNOON
videos/19/4.mp4,19,YOU NOT SLOW,YOU ARE NOT SLOW.
clips\43\24.MOV,43,TUESDAY,TUESDAY
clips\80\3.MOV,80,GRAY,GRAY
videos/43/27.mp4,43,SHOW AMAZING,THE SHOW IS AMAZING.
clips\44\26.MOV,44,WEDNESDAY,WEDNESDAY
clips\102\24.MOV,102,WINE,WINE
clips\32\3.MOV,32,MARCH,MARCH
videos/43/2.mp4,43,SHOW AMAZING,THE SHOW IS AMAZING.
clips\53\8.MOV,53,MOTHER,MOTHER
videos/44/7.mp4,44,PROUD YOU,I AM PROUD OF YOU!
clips\91\16.MOV,91,RICE,RICE
clips\76\34.MOV,76,BLACK,BLACK
clips\49\27.MOV,49,TODAY,TODAY
videos/26/9.mp4,26,HEADACHE VERY,MY HEAD IS VERY PAINFUL.
clips\64\47.MOV,64,MAN,MAN
videos/32/15.mp4,32,DISGUSTING,YOU ARE DISGUSTING!
clips\84\38.MOV,84,DARK,DARK
clips\4\0.MOV,4,YOU HOW,HOW ARE YOU
clips\8\34.MOV,8,WELCOME,YOU ARE WELCOME
clips\9\50.MOV,9,SEE YOU TOMORROW,SEE YOU TOMORROW
clips\24\7.MOV,24,FIVE,FIVE
clips\42\48.MOV,42,MONDAY,MONDAY
videos/31/23.mp4,31,HATE,I HATE YOU!
clips\43\28.MOV,43,TUESDAY,TUESDAY
clips\22\2.MOV,22,THREE,THREE
clips\62\11.MOV,62,BOY,BOY
clips\54\43.MOV,54,SON,SON
clips\3\30.MOV,3,HELLO,HELLO
clips\32\51.MOV,32,MARCH,MARCH
videos/41/14.mp4,41,THANK YOU,THANK YOU.
clips\2\32.MOV,2,GOOD EVENING,GOOD EVENING
clips\29\47.MOV,29,TEN,TEN
videos/2/18.mp4,2,YOU SICK,YOU ARE SICK.
clips\9\16.MOV,9,SEE YOU TOMORROW,SEE YOU TOMORROW
clips\26\8.MOV,26,SEVEN,SEVEN
clips\30\40.MOV,30,JANUARY,JANUARY
clips\26\34.MOV,26,SEVEN,SEVEN
videos/28/30.mp4,28,MUCH TIRED,I AM SO TIRED.
clips\23\1.MOV,23,FOUR,FOUR
clips\59\34.MOV,59,AUNTIE,AUNTIE
clips\62\23.MOV,62,BOY,BOY
clips\45\23.MOV,45,THURSDAY,THURSDAY
clips\21\10.MOV,21,TWO,TWO
videos/5/28.mp4,5,AGE YOU HOW MUCH,HOW OLD ARE YOU?
clips\4\42.MOV,4,YOU HOW,HOW ARE YOU
clips\41\31.MOV,41,DECEMBER,DECEMBER
clips\97\31.MOV,97,JUICE,JUICE
clips\77\7.MOV,77,WHITE,WHITE
clips\92\20.MOV,92,LONGANISA,LONGANISA
videos/1/15.mp4,1,JOHN LIKES MARY,JOHN LIKES MARY.
clips\16\16.MOV,16,WRONG,WRONG
clips\83\34.MOV,83,LIGHT,LIGHT
clips\54\11.MOV,54,SON,SON
videos/17/28.mp4,17,NOT LIKE YOU,I DO NOT LIKE YOU.
clips\3\38.MOV,3,HELLO,HELLO
clips\66\49.MOV,66,DEAF,DEAF
clips\94\6.MOV,94,CRAB,CRAB
clips\80\45.MOV,80,GRAY,GRAY
clips\15\18.MOV,15,YES,YES
clips\79\25.MOV,79,ORANGE,ORANGE
clips\92\8.MOV,92,LONGANISA,LONGANISA
clips\91\41.MOV,91,RICE,RICE
clips\91\13.MOV,91,RICE,RICE
clips\95\5.MOV,95,HOT,HOT
clips\79\50.MOV,79,ORANGE,ORANGE
clips\30\42.MOV,30,JANUARY,JANUARY
clips\83\27.MOV,83,LIGHT,LIGHT
clips\58\46.MOV,58,UNCLE,UNCLE
clips\21\14.MOV,21,TWO,TWO
clips\21\46.MOV,21,TWO,TWO
clips\90\12.MOV,90,SPAGHETTI,SPAGHETTI
videos/21/35.mp4,21,HEADACHE,MY HEAD IS PAINFUL.
videos/43/36.mp4,43,SHOW AMAZING,THE SHOW IS AMAZING.
clips\7\50.MOV,7,THANK YOU,THANK YOU
clips\70\0.MOV,70,DEAF BLIND,DEAF BLIND
videos/16/25.mp4,16,HEADACHE NOT,MY HEAD IS NOT PAINFUL.
clips\18\52.MOV,18,SLOW,SLOW
clips\1\18.MOV,1,GOOD AFTERNOON,GOOD AFTERNOON
clips\88\37.MOV,88,MEAT,MEAT
videos/3/19.mp4,3,NEW FIREWORKS,IS IT NEW YEAR?
clips\83\32.MOV,83,LIGHT,LIGHT
clips\6\38.MOV,6,NICE MEET,NICE TO MEET YOU
clips\66\12.MOV,66,DEAF,DEAF
clips\10\3.MOV,10,UNDERSTAND,UNDERSTAND
clips\71\29.MOV,71,MARRIED,MARRIED
clips\29\32.MOV,29,TEN,TEN
clips\16\8.MOV,16,WRONG,WRONG
videos/17/2.mp4,17,NOT LIKE YOU,I DO NOT LIKE YOU.
clips\79\8.MOV,79,ORANGE,ORANGE
videos/48/0.mp4,48,ALONE,I AM ALONE.
videos/28/25.mp4,28,MUCH TIRED,I AM SO TIRED.
clips\5\50.MOV,5,FINE,I AM FINE
clips\14\21.MOV,14,NO,NO
clips\61\11.MOV,61,PARENTS,PARENTS
clips\43\41.MOV,43,TUESDAY,TUESDAY
videos/44/36.mp4,44,PROUD YOU,I AM PROUD OF YOU!
clips\87\43.MOV,87,FISH,FISH
clips\17\34.MOV,17,CORRECT,CORRECT
clips\43\37.MOV,43,TUESDAY,TUESDAY
clips\1\14.MOV,1,GOOD AFTERNOON,GOOD AFTERNOON
clips\19\4.MOV,19,FAST,FAST
videos/20/6.mp4,20,NOT HARD,THIS IS NOT HARD.
clips\46\2.MOV,46,FRIDAY,FRIDAY
clips\6\8.MOV,6,NICE MEET,NICE TO MEET YOU
clips\24\17.MOV,24,FIVE,FIVE
clips\86\33.MOV,86,EGG,EGG
clips\66\14.MOV,66,DEAF,DEAF
clips\4\5.MOV,4,YOU HOW,HOW ARE YOU
videos/5/13.mp4,5,AGE YOU HOW MUCH,HOW OLD ARE YOU?
clips\35\42.MOV,35,JUNE,JUNE
clips\54\17.MOV,54,SON,SON
clips\31\9.MOV,31,FEBRUARY,FEBRUARY
clips\71\32.MOV,71,MARRIED,MARRIED
clips\97\26.MOV,97,JUICE,JUICE
clips\75\41.MOV,75,BROWN,BROWN
clips\35\28.MOV,35,JUNE,JUNE
clips\7\18.MOV,7,THANK YOU,THANK YOU
videos/27/4.mp4,27,LIKE YOU VERY MUCH,I LIKE YOU VERY MUCH.
videos/27/24.mp4,27,LIKE YOU VERY MUCH,I LIKE YOU VERY MUCH.
clips\58\0.MOV,58,UNCLE,UNCLE
videos/26/15.mp4,26,HEADACHE VERY,MY HEAD IS VERY PAINFUL.
clips\103\43.MOV,103,SUGAR,SUGAR
clips\87\2.MOV,87,FISH,FISH
clips\23\28.MOV,23,FOUR,FOUR
clips\81\37.MOV,81,PINK,PINK
clips\102\25.MOV,102,WINE,WINE
videos/3/13.mp4,3,NEW FIREWORKS,IS IT NEW YEAR?
clips\62\14.MOV,62,BOY,BOY
clips\14\52.MOV,14,NO,NO
clips\33\13.MOV,33,APRIL,APRIL
videos/18/18.mp4,18,NOT TIRED,I AM NOT TIRED.
clips\50\9.MOV,50,TOMORROW,TOMORROW
clips\81\25.MOV,81,PINK,PINK
clips\91\14.MOV,91,RICE,RICE
clips\59\14.MOV,59,AUNTIE,AUNTIE
clips\16\38.MOV,16,WRONG,WRONG
clips\99\39.MOV,99,COFFEE,COFFEE
clips\102\34.MOV,102,WINE,WINE
clips\98\34.MOV,98,MILK,MILK
videos/43/32.mp4,43,SHOW AMAZING,THE SHOW IS AMAZING.
clips\91\4.MOV,91,RICE,RICE
videos/19/34.mp4,19,YOU NOT SLOW,YOU ARE NOT SLOW.
clips\74\50.MOV,74,RED,RED
clips\10\28.MOV,10,UNDERSTAND,UNDERSTAND
clips\63\29.MOV,63,GIRL,GIRL
clips\52\31.MOV,52,FATHER,FATHER
clips\31\40.MOV,31,FEBRUARY,FEBRUARY
clips\75\25.MOV,75,BROWN,BROWN
videos/24/4.mp4,24,SLOW,YOU ARE SLOW.
videos/32/20.mp4,32,DISGUSTING,YOU ARE DISGUSTING!
clips\65\1.MOV,65,WOMAN,WOMAN
videos/24/17.mp4,24,SLOW,YOU ARE SLOW.
clips\30\30.MOV,30,JANUARY,JANUARY
clips\92\16.MOV,92,LONGANISA,LONGANISA
videos/36/8.mp4,36,SCARED,I AM SCARED.
clips\94\11.MOV,94,CRAB,CRAB
clips\87\7.MOV,87,FISH,FISH
clips\23\17.MOV,23,FOUR,FOUR
clips\52\39.MOV,52,FATHER,FATHER
clips\97\15.MOV,97,JUICE,JUICE
clips\33\24.MOV,33,APRIL,APRIL
clips\58\4.MOV,58,UNCLE,UNCLE
clips\99\15.MOV,99,COFFEE,COFFEE
clips\80\43.MOV,80,GRAY,GRAY
clips\55\30.MOV,55,DAUGHTER,DAUGHTER
clips\82\50.MOV,82,VIOLET,VIOLET
videos/45/20.mp4,45,CLASS/GROUP WIN,OUR TEAM WON!
clips\61\38.MOV,61,PARENTS,PARENTS
clips\15\8.MOV,15,YES,YES
clips\62\18.MOV,62,BOY,BOY
videos/24/11.mp4,24,SLOW,YOU ARE SLOW.
clips\96\35.MOV,96,COLD,COLD
clips\36\29.MOV,36,JULY,JULY
clips\77\24.MOV,77,WHITE,WHITE
clips\21\2.MOV,21,TWO,TWO
clips\73\12.MOV,73,GREEN,GREEN
clips\24\4.MOV,24,FIVE,FIVE
clips\35\40.MOV,35,JUNE,JUNE
videos/46/25.mp4,46,SORRY,I AM SORRY.
videos/45/34.mp4,45,CLASS/GROUP WIN,OUR TEAM WON!
clips\59\15.MOV,59,AUNTIE,AUNTIE
videos/43/1.mp4,43,SHOW AMAZING,THE SHOW IS AMAZING.
clips\77\48.MOV,77,WHITE,WHITE
clips\42\45.MOV,42,MONDAY,MONDAY
clips\32\39.MOV,32,MARCH,MARCH
clips\29\2.MOV,29,TEN,TEN
clips\62\19.MOV,62,BOY,BOY
clips\2\2.MOV,2,GOOD EVENING,GOOD EVENING
clips\25\42.MOV,25,SIX,SIX
videos/48/1.mp4,48,ALONE,I AM ALONE.
clips\52\28.MOV,52,FATHER,FATHER
clips\32\25.MOV,32,MARCH,MARCH
clips\48\13.MOV,48,SUNDAY,SUNDAY
videos/23/20.mp4,23,TIRED,I AM TIRED.
videos/4/5.mp4,4,YOU HOW,HOW ARE YOU?
videos/44/10.mp4,44,PROUD YOU,I AM PROUD OF YOU!
clips\65\48.MOV,65,WOMAN,WOMAN
clips\49\10.MOV,49,TODAY,TODAY
clips\99\19.MOV,99,COFFEE,COFFEE
clips\104\9.MOV,104,SUGAR NONE,NO SUGAR
videos/28/7.mp4,28,MUCH TIRED,I AM SO TIRED.
clips\27\15.MOV,27,EIGHT,EIGHT
clips\11\18.MOV,11,NOT UNDERSTAND,DO NOT UNDERSTAND
videos/20/35.mp4,20,NOT HARD,THIS IS NOT HARD.
clips\55\5.MOV,55,DAUGHTER,DAUGHTER
clips\70\21.MOV,70,DEAF BLIND,DEAF BLIND
clips\103\13.MOV,103,SUGAR,SUGAR
clips\80\42.MOV,80,GRAY,GRAY
clips\99\0.MOV,99,COFFEE,COFFEE
clips\50\44.MOV,50,TOMORROW,TOMORROW
clips\1\40.MOV,1,GOOD AFTERNOON,GOOD AFTERNOON
clips\3\29.MOV,3,HELLO,HELLO
clips\30\3.MOV,30,JANUARY,JANUARY
clips\8\46.MOV,8,WELCOME,YOU ARE WELCOME
videos/5/19.mp4,5,AGE YOU HOW MUCH,HOW OLD ARE YOU?
clips\7\3.MOV,7,THANK YOU,THANK YOU
clips\66\44.MOV,66,DEAF,DEAF
videos/1/19.mp4,1,JOHN LIKES MARY,JOHN LIKES MARY.
clips\30\24.MOV,30,JANUARY,JANUARY
clips\36\23.MOV,36,JULY,JULY
clips\36\9.MOV,36,JULY,JULY
clips\103\41.MOV,103,SUGAR,SUGAR
clips\7\11.MOV,7,THANK YOU,THANK YOU
clips\47\20.MOV,47,SATURDAY,SATURDAY
clips\102\19.MOV,102,WINE,WINE
clips\73\42.MOV,73,GREEN,GREEN
clips\58\36.MOV,58,UNCLE,UNCLE
clips\87\45.MOV,87,FISH,FISH
clips\22\33.MOV,22,THREE,THREE
clips\24\36.MOV,24,FIVE,FIVE
clips\1\.DS_Store,1,GOOD AFTERNOON,GOOD AFTERNOON
clips\56\45.MOV,56,GRANDFATHER,GRANDFATHER
clips\1\44.MOV,1,GOOD AFTERNOON,GOOD AFTERNOON
clips\98\25.MOV,98,MILK,MILK
clips\44\10.MOV,44,WEDNESDAY,WEDNESDAY
clips\38\2.MOV,38,SEPTEMBER,SEPTEMBER
clips\49\43.MOV,49,TODAY,TODAY
clips\36\31.MOV,36,JULY,JULY
clips\46\50.MOV,46,FRIDAY,FRIDAY
clips\4\16.MOV,4,YOU HOW,HOW ARE YOU
videos/32/24.mp4,32,DISGUSTING,YOU ARE DISGUSTING!
clips\100\5.MOV,100,TEA,TEA
clips\87\36.MOV,87,FISH,FISH
clips\78\4.MOV,78,YELLOW,YELLOW
clips\92\13.MOV,92,LONGANISA,LONGANISA
clips\55\3.MOV,55,DAUGHTER,DAUGHTER
videos/28/17.mp4,28,MUCH TIRED,I AM SO TIRED.
clips\40\36.MOV,40,NOVEMBER,NOVEMBER
clips\90\41.MOV,90,SPAGHETTI,SPAGHETTI
clips\20\10.MOV,20,ONE,ONE
clips\81\47.MOV,81,PINK,PINK
clips\27\49.MOV,27,EIGHT,EIGHT
clips\101\45.MOV,101,BEER,BEER
clips\90\48.MOV,90,SPAGHETTI,SPAGHETTI
clips\96\40.MOV,96,COLD,COLD
clips\23\37.MOV,23,FOUR,FOUR
clips\4\27.MOV,4,YOU HOW,HOW ARE YOU
clips\24\38.MOV,24,FIVE,FIVE
clips\13\12.MOV,13,NOT KNOW,DO NOT KNOW
videos/19/28.mp4,19,YOU NOT SLOW,YOU ARE NOT SLOW.
clips\85\4.MOV,85,BREAD,BREAD
clips\61\10.MOV,61,PARENTS,PARENTS
videos/29/1.mp4,29,YOU MUCH SLOW / MUCH SLOW,YOU ARE SO SLOW!
clips\8\31.MOV,8,WELCOME,YOU ARE WELCOME
clips\96\28.MOV,96,COLD,COLD
clips\88\24.MOV,88,MEAT,MEAT
videos/14/8.mp4,14,GOOD MORNING,GOOD MORNING!
clips\91\44.MOV,91,RICE,RICE
clips\45\36.MOV,45,THURSDAY,THURSDAY
clips\58\12.MOV,58,UNCLE,UNCLE
clips\72\2.MOV,72,BLUE,BLUE
clips\52\19.MOV,52,FATHER,FATHER
clips\41\27.MOV,41,DECEMBER,DECEMBER
clips\48\33.MOV,48,SUNDAY,SUNDAY
videos/4/30.mp4,4,YOU HOW,HOW ARE YOU?
clips\95\16.MOV,95,HOT,HOT
clips\82\8.MOV,82,VIOLET,VIOLET
videos/49/30.mp4,49,HEARTACHE,I AM HEARTBROKEN.
clips\94\22.MOV,94,CRAB,CRAB
clips\102\23.MOV,102,WINE,WINE
clips\10\23.MOV,10,UNDERSTAND,UNDERSTAND
clips\10\7.MOV,10,UNDERSTAND,UNDERSTAND
clips\67\14.MOV,67,H H,HARD OF HEARING
clips\5\36.MOV,5,FINE,I AM FINE
videos/29/13.mp4,29,YOU MUCH SLOW / MUCH SLOW,YOU ARE SO SLOW!
videos/3/36.mp4,3,NEW FIREWORKS,IS IT NEW YEAR?
clips\35\15.MOV,35,JUNE,JUNE
videos/32/23.mp4,32,DISGUSTING,YOU ARE DISGUSTING!
videos/7/22.mp4,7,YOU SICK,YOU ARE SICK!
videos/2/22.mp4,2,YOU SICK,YOU ARE SICK.
clips\34\10.MOV,34,MAY,MAY
videos/50/33.mp4,50,FAIL EXAM,I FAILED THE EXAM.
clips\59\0.MOV,59,AUNTIE,AUNTIE
videos/37/29.mp4,37,NERVOUS,I AM NERVOUS.
clips\13\34.MOV,13,NOT KNOW,DO NOT KNOW
clips\71\33.MOV,71,MARRIED,MARRIED
clips\42\13.MOV,42,MONDAY,MONDAY
clips\93\30.MOV,93,SHRIMP,SHRIMP
clips\30\48.MOV,30,JANUARY,JANUARY
clips\37\23.MOV,37,AUGUST,AUGUST
clips\26\46.MOV,26,SEVEN,SEVEN
clips\73\5.MOV,73,GREEN,GREEN
videos/44/21.mp4,44,PROUD YOU,I AM PROUD OF YOU!
clips\74\37.MOV,74,RED,RED
clips\101\25.MOV,101,BEER,BEER
clips\37\33.MOV,37,AUGUST,AUGUST
clips\46\39.MOV,46,FRIDAY,FRIDAY
clips\86\9.MOV,86,EGG,EGG
clips\75\45.MOV,75,BROWN,BROWN
clips\32\42.MOV,32,MARCH,MARCH
clips\46\46.MOV,46,FRIDAY,FRIDAY
clips\73\14.MOV,73,GREEN,GREEN
clips\87\51.MOV,87,FISH,FISH
clips\97\12.MOV,97,JUICE,JUICE
clips\96\30.MOV,96,COLD,COLD
clips\74\34.MOV,74,RED,RED
clips\2\10.MOV,2,GOOD EVENING,GOOD EVENING
clips\71\35.MOV,71,MARRIED,MARRIED
clips\85\10.MOV,85,BREAD,BREAD
clips\1\39.MOV,1,GOOD AFTERNOON,GOOD AFTERNOON
clips\23\23.MOV,23,FOUR,FOUR
clips\91\20.MOV,91,RICE,RICE
videos/44/32.mp4,44,PROUD YOU,I AM PROUD OF YOU!
clips\82\45.MOV,82,VIOLET,VIOLET
clips\10\45.MOV,10,UNDERSTAND,UNDERSTAND
clips\1\27.MOV,1,GOOD AFTERNOON,GOOD AFTERNOON
clips\12\38.MOV,12,KNOW,KNOW
clips\96\8.MOV,96,COLD,COLD
clips\66\31.MOV,66,DEAF,DEAF
clips\1\2.MOV,1,GOOD AFTERNOON,GOOD AFTERNOON
videos/11/29.mp4,11,JOHN LIKE MARY,DOES JOHN LIKE MARY?
clips\80\21.MOV,80,GRAY,GRAY
clips\64\24.MOV,64,MAN,MAN
videos/30/14.mp4,30,MUCH HARD,THIS IS VERY HARD.
clips\53\37.MOV,53,MOTHER,MOTHER
clips\72\5.MOV,72,BLUE,BLUE
clips\25\32.MOV,25,SIX,SIX
clips\32\45.MOV,32,MARCH,MARCH
clips\44\50.MOV,44,WEDNESDAY,WEDNESDAY
clips\69\17.MOV,69,BLIND,BLIND
clips\24\40.MOV,24,FIVE,FIVE
videos/27/13.mp4,27,LIKE YOU VERY MUCH,I LIKE YOU VERY MUCH.
videos/17/23.mp4,17,NOT LIKE YOU,I DO NOT LIKE YOU.
clips\62\26.MOV,62,BOY,BOY
clips\96\38.MOV,96,COLD,COLD
clips\97\35.MOV,97,JUICE,JUICE
clips\60\0.MOV,60,COUSIN,COUSIN
videos/19/36.mp4,19,YOU NOT SLOW,YOU ARE NOT SLOW.
videos/37/36.mp4,37,NERVOUS,I AM NERVOUS.
clips\17\29.MOV,17,CORRECT,CORRECT
clips\12\43.MOV,12,KNOW,KNOW
clips\17\28.MOV,17,CORRECT,CORRECT
clips\62\31.MOV,62,BOY,BOY
clips\90\9.MOV,90,SPAGHETTI,SPAGHETTI
clips\35\5.MOV,35,JUNE,JUNE
clips\71\28.MOV,71,MARRIED,MARRIED
clips\45\3.MOV,45,THURSDAY,THURSDAY
clips\94\0.MOV,94,CRAB,CRAB
clips\84\35.MOV,84,DARK,DARK
clips\78\7.MOV,78,YELLOW,YELLOW
clips\84\46.MOV,84,DARK,DARK
clips\81\8.MOV,81,PINK,PINK
clips\22\0.MOV,22,THREE,THREE
clips\53\45.MOV,53,MOTHER,MOTHER
clips\33\46.MOV,33,APRIL,APRIL
clips\83\17.MOV,83,LIGHT,LIGHT
clips\24\50.MOV,24,FIVE,FIVE
clips\6\35.MOV,6,NICE MEET,NICE TO MEET YOU
videos/7/35.mp4,7,YOU SICK,YOU ARE SICK!
clips\47\12.MOV,47,SATURDAY,SATURDAY
clips\13\14.MOV,13,NOT KNOW,DO NOT KNOW
videos/49/4.mp4,49,HEARTACHE,I AM HEARTBROKEN.
clips\85\45.MOV,85,BREAD,BREAD
videos/28/29.mp4,28,MUCH TIRED,I AM SO TIRED.
clips\24\19.MOV,24,FIVE,FIVE
clips\46\10.MOV,46,FRIDAY,FRIDAY
videos/14/31.mp4,14,GOOD MORNING,GOOD MORNING!
clips\37\8.MOV,37,AUGUST,AUGUST
videos/13/10.mp4,13,HAPPY NEW FIREWORKS,HAPPY NEW YEAR!
videos/18/34.mp4,18,NOT TIRED,I AM NOT TIRED.
clips\39\47.MOV,39,OCTOBER,OCTOBER
clips\19\26.MOV,19,FAST,FAST
clips\64\16.MOV,64,MAN,MAN
clips\6\20.MOV,6,NICE MEET,NICE TO MEET YOU
clips\24\37.MOV,24,FIVE,FIVE
clips\81\20.MOV,81,PINK,PINK
clips\104\5.MOV,104,SUGAR NONE,NO SUGAR
clips\67\11.MOV,67,H H,HARD OF HEARING
clips\54\18.MOV,54,SON,SON
clips\34\52.MOV,34,MAY,MAY
clips\45\51.MOV,45,THURSDAY,THURSDAY
clips\46\13.MOV,46,FRIDAY,FRIDAY
clips\87\48.MOV,87,FISH,FISH
videos/47/22.mp4,47,DOG DIE,MY DOG DIED.
clips\40\4.MOV,40,NOVEMBER,NOVEMBER
clips\90\45.MOV,90,SPAGHETTI,SPAGHETTI
videos/4/17.mp4,4,YOU HOW,HOW ARE YOU?
videos/23/22.mp4,23,TIRED,I AM TIRED.
clips\103\23.MOV,103,SUGAR,SUGAR
clips\84\31.MOV,84,DARK,DARK
videos/25/29.mp4,25,HARD,THIS IS HARD.
clips\25\19.MOV,25,SIX,SIX
clips\11\45.MOV,11,NOT UNDERSTAND,DO NOT UNDERSTAND
clips\100\42.MOV,100,TEA,TEA
clips\34\49.MOV,34,MAY,MAY
clips\80\25.MOV,80,GRAY,GRAY
clips\16\33.MOV,16,WRONG,WRONG
videos/23/11.mp4,23,TIRED,I AM TIRED.
clips\42\36.MOV,42,MONDAY,MONDAY
clips\32\40.MOV,32,MARCH,MARCH
videos/41/32.mp4,41,THANK YOU,THANK YOU.
clips\73\6.MOV,73,GREEN,GREEN
clips\23\31.MOV,23,FOUR,FOUR
clips\10\32.MOV,10,UNDERSTAND,UNDERSTAND
clips\86\26.MOV,86,EGG,EGG
clips\89\20.MOV,89,CHICKEN,CHICKEN
clips\89\33.MOV,89,CHICKEN,CHICKEN
clips\41\4.MOV,41,DECEMBER,DECEMBER
videos/2/4.mp4,2,YOU SICK,YOU ARE SICK.
videos/13/17.mp4,13,HAPPY NEW FIREWORKS,HAPPY NEW YEAR!
videos/48/26.mp4,48,ALONE,I AM ALONE.
videos/45/25.mp4,45,CLASS/GROUP WIN,OUR TEAM WON!
clips\5\2.MOV,5,FINE,I AM FINE
videos/21/3.mp4,21,HEADACHE,MY HEAD IS PAINFUL.
videos/2/13.mp4,2,YOU SICK,YOU ARE SICK.
clips\83\1.MOV,83,LIGHT,LIGHT
videos/19/26.mp4,19,YOU NOT SLOW,YOU ARE NOT SLOW.
clips\91\35.MOV,91,RICE,RICE
clips\42\24.MOV,42,MONDAY,MONDAY
clips\7\35.MOV,7,THANK YOU,THANK YOU
clips\94\30.MOV,94,CRAB,CRAB
clips\64\15.MOV,64,MAN,MAN
videos/21/25.mp4,21,HEADACHE,MY HEAD IS PAINFUL.
clips\33\9.MOV,33,APRIL,APRIL
clips\58\37.MOV,58,UNCLE,UNCLE
videos/16/14.mp4,16,HEADACHE NOT,MY HEAD IS NOT PAINFUL.
clips\52\40.MOV,52,FATHER,FATHER
clips\4\14.MOV,4,YOU HOW,HOW ARE YOU
clips\69\18.MOV,69,BLIND,BLIND
clips\80\26.MOV,80,GRAY,GRAY
clips\75\28.MOV,75,BROWN,BROWN
clips\40\31.MOV,40,NOVEMBER,NOVEMBER
clips\47\27.MOV,47,SATURDAY,SATURDAY
clips\64\17.MOV,64,MAN,MAN
clips\20\25.MOV,20,ONE,ONE
clips\92\6.MOV,92,LONGANISA,LONGANISA
videos/29/26.mp4,29,YOU MUCH SLOW / MUCH SLOW,YOU ARE SO SLOW!
videos/29/22.mp4,29,YOU MUCH SLOW / MUCH SLOW,YOU ARE SO SLOW!
videos/9/9.mp4,9,FINE,I AM FINE.
clips\82\13.MOV,82,VIOLET,VIOLET
clips\27\32.MOV,27,EIGHT,EIGHT
videos/31/19.mp4,31,HATE,I HATE YOU!
